Game ID,Year,Region,Team Blue,Team Red,Winner,FT5 Winner,Champ 1,Champ 2,Champ 3,Champ 4,Champ 5,Champ 6,Champ 7,Champ 8,Champ 9,Champ 10
63214,2025,LCS,Shopify Rebellion,FlyQuest,FlyQuest,FlyQuest,Jax,Skarner,Hwei,Varus,Leona,Urgot,Ivern,Cassiopeia,Ashe,Rell
63215,2025,LCS,Shopify Rebellion,FlyQuest,FlyQuest,FlyQuest,KSante,Vi,Viktor,Caitlyn,Maokai,Ambessa,Sejuani,Azir,Jhin,Neeko
63217,2025,LCS,LYON,Cloud9,Cloud9,Cloud9,Ambessa,Nocturne,Orianna,Miss Fortune,Rell,Renekton,Wukong,Aurora,Ashe,Braum
63218,2025,LCS,LYON,Cloud9,Cloud9,LYON,Poppy,Vi,Ahri,Varus,Rakan,Gnar,Sejuani,Yone,Ziggs,Leona
63220,2025,LCS,Berlin International Gaming,Unicorns of Love Sexy Edition,Berlin International Gaming,Unicorns of Love Sexy Edition,KSante,Vi,Viktor,Xayah,Rakan,Aurora,Wukong,Galio,Aphelios,Rell
63221,2025,LCS,Berlin International Gaming,Unicorns of Love Sexy Edition,Berlin International Gaming,Berlin International Gaming,Ambessa,Xin Zhao,Orianna,Corki,Renata Glasc,Jax,Sejuani,Akali,Varus,Lulu
63418,2025,LCS,Disguised,100 Thieves,100 Thieves,100 Thieves,Jayce,Vi,Azir,Ezreal,Elise,Ambessa,Viego,Galio,Varus,Poppy
63419,2025,LCS,Disguised,100 Thieves,100 Thieves,Disguised,Rumble,Wukong,Orianna,Jinx,Braum,Aurora,Xin Zhao,Akali,Miss Fortune,Rell
63421,2025,LCS,Dignitas,Team Liquid,Team Liquid,Team Liquid,Rumble,Sejuani,Yone,Kalista,Senna,KSante,Wukong,Azir,Draven,Renata Glasc
63422,2025,LCS,Dignitas,Team Liquid,Team Liquid,Team Liquid,Aurora,Nocturne,Orianna,Ezreal,Leona,Renekton,Vi,Taliyah,Corki,Pantheon
63424,2025,LCS,LOUD,Vivo Keyd Stars,Vivo Keyd Stars,Vivo Keyd Stars,Maokai,Viego,Aurora,Ezreal,Leona,Gnar,Zyra,Jayce,Ashe,Braum
63425,2025,LCS,LOUD,Vivo Keyd Stars,LOUD,Vivo Keyd Stars,Pantheon,Sejuani,Viktor,Corki,Alistar,Jax,Ivern,Azir,Caitlyn,Rell
63426,2025,LCS,Vivo Keyd Stars,LOUD,LOUD,LOUD,KSante,Xin Zhao,Ahri,Jinx,Thresh,Poppy,Zac,Taliyah,Xayah,Rakan
63473,2025,LCS,Disguised,Dignitas,Disguised,Disguised,Jayce,Ivern,Ambessa,Varus,Rell,Rumble,Vi,Orianna,Corki,Alistar
63474,2025,LCS,Dignitas,Disguised,Dignitas,Dignitas,KSante,Wukong,Aurora,Kaisa,Nautilus,Udyr,Xin Zhao,Taliyah,Ashe,Leona
63475,2025,LCS,Disguised,Dignitas,Dignitas,Dignitas,Maokai,Lee Sin,Yone,Ziggs,Blitzcrank,Jax,Sejuani,Sylas,Zeri,Braum
63476,2025,LCS,LYON,Shopify Rebellion,LYON,LYON,KSante,Vi,Aurora,Ezreal,Pantheon,Jayce,Sejuani,Viktor,Corki,Braum
63477,2025,LCS,Shopify Rebellion,LYON,Shopify Rebellion,LYON,Ambessa,Maokai,Azir,Caitlyn,Rell,Rumble,Xin Zhao,Sylas,Miss Fortune,Poppy
63478,2025,LCS,LYON,Shopify Rebellion,Shopify Rebellion,Shopify Rebellion,Urgot,Viego,Ahri,Varus,Rakan,Renekton,Amumu,Yone,Ziggs,Nautilus
63479,2025,LCS,Team Liquid,100 Thieves,100 Thieves,100 Thieves,Rumble,Vi,Aurora,Corki,Nautilus,Ornn,Maokai,Jayce,Ezreal,Poppy
63480,2025,LCS,Team Liquid,100 Thieves,Team Liquid,100 Thieves,Renekton,Xin Zhao,Azir,Varus,Pantheon,Gnar,Sejuani,Sylas,Ashe,Rakan
63481,2025,LCS,100 Thieves,Team Liquid,100 Thieves,100 Thieves,KSante,Wukong,Viktor,Kaisa,Elise,Ambessa,Zyra,Galio,Jinx,Leona
63482,2025,LCS,FlyQuest,Cloud9,FlyQuest,FlyQuest,KSante,Zyra,Cassiopeia,Corki,Rell,Jayce,Vi,Azir,Ezreal,Leona
63483,2025,LCS,Cloud9,FlyQuest,Cloud9,Cloud9,Rumble,Sejuani,Yone,Jhin,Alistar,Galio,Maokai,Smolder,Kaisa,Rakan
63484,2025,LCS,FlyQuest,Cloud9,Cloud9,Cloud9,Urgot,Ivern,Viktor,Ashe,Nautilus,Camille,Wukong,Taliyah,Ziggs,Bard
63485,2025,LCS,Eintracht Frankfurt,CGN Esports,CGN Esports,N/A,Ambessa,Nocturne,Sylas,Ezreal,Leona,Cassiopeia,Jarvan IV,Yone,Kaisa,Maokai
63486,2025,LCS,Lille Esport,Skillcamp,Lille Esport,Lille Esport,Renekton,Maokai,Viktor,Ezreal,Leona,KSante,Lillia,Corki,Kaisa,Rell
63487,2025,LCS,Zerance,Karmine Corp Blue Stars,Zerance,Zerance,Jayce,Amumu,Yone,Varus,Rell,Aatrox,Maokai,Aurora,Jhin,Leona
63553,2025,LCS,100 Thieves,Cloud9,100 Thieves,100 Thieves,Jax,Zyra,Ambessa,Corki,Poppy,Renekton,Sejuani,Yone,Varus,Leona
63554,2025,LCS,Team Liquid,Shopify Rebellion,Team Liquid,Team Liquid,Rumble,Xin Zhao,Taliyah,Varus,Nautilus,Ambessa,Maokai,Orianna,Corki,Rell
63555,2025,LCS,Shopify Rebellion,Team Liquid,Team Liquid,Shopify Rebellion,KSante,Wukong,Akali,Ezreal,Alistar,Jayce,Volibear,Azir,Kaisa,Rakan
63557,2025,LCS,Dignitas,FlyQuest,FlyQuest,FlyQuest,KSante,Skarner,Aurora,Corki,Bard,Swain,Xin Zhao,Hwei,Varus,Poppy
63558,2025,LCS,FlyQuest,Dignitas,FlyQuest,FlyQuest,Garen,Lillia,Yone,Ezreal,Leona,Camille,Sejuani,Sylas,Kaisa,Elise
63560,2025,LCS,Isurus,RED Canids,RED Canids,RED Canids,Jayce,Wukong,Aurora,Ashe,Bard,Renekton,Sejuani,Viktor,Varus,Rakan
63561,2025,LCS,Isurus,RED Canids,Isurus,RED Canids,Rumble,Xin Zhao,Sylas,Ezreal,Poppy,Galio,Vi,Ahri,Zeri,Rell
63562,2025,LCS,RED Canids,Isurus,Isurus,Isurus,Gnar,Lillia,Sion,Corki,Leona,Jax,Viego,Azir,Caitlyn,Elise
63925,2025,LCS,Team Liquid,FlyQuest,FlyQuest,Team Liquid,KSante,Skarner,Azir,Ashe,Renata Glasc,Ambessa,Vi,Cassiopeia,Corki,Neeko
63926,2025,LCS,LOUD,paiN Gaming,LOUD,LOUD,Jax,Skarner,Mel,Ezreal,Rakan,KSante,Brand,Yone,Ashe,Neeko
63927,2025,LCS,100 Thieves,paiN Gaming,100 Thieves,paiN Gaming,KSante,Sejuani,Yone,Ashe,Rakan,Aurora,Zyra,Corki,Varus,Rell
63928,2025,LCS,paiN Gaming,100 Thieves,100 Thieves,paiN Gaming,Ambessa,Ivern,Azir,Ezreal,Alistar,Jax,Vi,Taliyah,Kaisa,Pantheon
63930,2025,LCS,Leviatan,FlyQuest,FlyQuest,FlyQuest,Ambessa,Maokai,Taliyah,Ezreal,Rell,Volibear,Sejuani,Mel,Varus,Rakan
63931,2025,LCS,Leviatan,FlyQuest,FlyQuest,Leviatan,Gnar,Nidalee,Azir,Ashe,Braum,KSante,Lillia,Corki,Jhin,Pyke
63933,2025,LCS,Cloud9,LOUD,Cloud9,Cloud9,KSante,Zyra,Hwei,Corki,Rell,Olaf,Skarner,Aurora,Ezreal,Leona
63934,2025,LCS,LOUD,Cloud9,Cloud9,Cloud9,Jax,Sejuani,Ahri,Kaisa,Nautilus,Ambessa,Vi,Taliyah,Xayah,Poppy
63936,2025,LCS,Isurus,Team Liquid,Team Liquid,Isurus,Ambessa,Sejuani,Azir,Varus,Elise,Rumble,Xin Zhao,Ziggs,Ezreal,Pantheon
63937,2025,LCS,Isurus,Team Liquid,Isurus,Team Liquid,Gangplank,Vi,Aurora,Ashe,Braum,Jax,Poppy,Taliyah,Kaisa,Rakan
63938,2025,LCS,Team Liquid,Isurus,Team Liquid,Team Liquid,Shen,Skarner,Cassiopeia,Xayah,Rell,Camille,Ivern,Yone,Jhin,Nautilus
63939,2025,LCS,Gen.G Global Academy,BNK FEARX Youth,Gen.G Global Academy,BNK FEARX Youth,Rumble,Nidalee,Jayce,Ashe,Leona,KSante,Sejuani,Azir,Varus,Rell
63940,2025,LCS,BNK FEARX Youth,Gen.G Global Academy,BNK FEARX Youth,BNK FEARX Youth,Jax,Vi,Aurora,Kaisa,Pantheon,Gragas,Xin Zhao,Sylas,Ezreal,Nautilus
63941,2025,LCS,Gen.G Global Academy,BNK FEARX Youth,BNK FEARX Youth,Gen.G Global Academy,Ambessa,Viego,Taliyah,Jinx,Lulu,Camille,Wukong,Ahri,Corki,Rakan
64246,2025,LCS,100 Thieves,FlyQuest,FlyQuest,FlyQuest,Jayce,Sejuani,Sylas,Corki,Rell,KSante,Vi,Azir,Varus,Braum
64247,2025,LCS,FlyQuest,100 Thieves,100 Thieves,100 Thieves,Sion,Zyra,Yone,Ezreal,Leona,Gnar,Xin Zhao,Akali,Kaisa,Poppy
64248,2025,LCS,100 Thieves,FlyQuest,100 Thieves,FlyQuest,Jax,Maokai,Viktor,Miss Fortune,Alistar,Garen,Pantheon,Orianna,Jhin,Bard
64249,2025,LCS,Cloud9,Team Liquid,Team Liquid,Team Liquid,Ambessa,Sejuani,Azir,Kalista,Pantheon,Gangplank,Skarner,Taliyah,Corki,Nautilus
64250,2025,LCS,Cloud9,Team Liquid,Cloud9,Cloud9,Jayce,Xin Zhao,Aurora,Kaisa,Rakan,Rumble,Vi,Viktor,Zeri,Alistar
64251,2025,LCS,Team Liquid,Cloud9,Team Liquid,Team Liquid,Sion,Lillia,Hwei,Ezreal,Rell,Aatrox,Wukong,Ahri,Ziggs,Poppy
64252,2025,LCS,Zero Tenacity,MY STAR,Zero Tenacity,Zero Tenacity,Jayce,Skarner,Viktor,Caitlyn,Thresh,Rumble,Xin Zhao,Orianna,Miss Fortune,Rell
64253,2025,LCS,MY STAR,Zero Tenacity,Zero Tenacity,Zero Tenacity,Ornn,Wukong,Azir,Ezreal,Braum,Camille,Lee Sin,Syndra,Varus,Leona
64497,2025,LCS,100 Thieves,Team Liquid,Team Liquid,Team Liquid,Gnar,Skarner,Azir,Corki,Leona,KSante,Maokai,Ziggs,Ezreal,Poppy
64498,2025,LCS,100 Thieves,Team Liquid,Team Liquid,100 Thieves,Ambessa,Nocturne,Orianna,Kalista,Renata Glasc,Renekton,Sejuani,Neeko,Varus,Zyra
64499,2025,LCS,100 Thieves,Team Liquid,Team Liquid,100 Thieves,Ornn,Pantheon,Viktor,Xayah,Rakan,Jax,Xin Zhao,Aurelion Sol,Kaisa,Nautilus
64502,2025,LCS,Forsaken,Orbit Anonymo Esports,Forsaken,Forsaken,Camille,Zyra,Jayce,Varus,Rell,Ambessa,Pantheon,Taliyah,Ezreal,Nautilus
65454,2025,LCS,Team Liquid,FlyQuest,FlyQuest,Team Liquid,Gwen,Jarvan IV,Ahri,Kalista,Renata Glasc,Vladimir,Xin Zhao,Ryze,Varus,Neeko
65455,2025,LCS,Shopify Rebellion,Dignitas,Shopify Rebellion,Shopify Rebellion,Ambessa,Naafiri,Aurora,Ezreal,Leona,Rumble,Vi,Taliyah,Varus,Rell
65456,2025,LCS,Cloud9,100 Thieves,100 Thieves,100 Thieves,Gwen,Lee Sin,Ryze,Ezreal,Alistar,Riven,Vi,Azir,Varus,Renata Glasc
65457,2025,LCS,Disguised,LYON,LYON,LYON,Gwen,Skarner,Viktor,Varus,Rakan,Jax,Sejuani,Yone,Kaisa,Neeko
65458,2025,LCS,Shopify Rebellion,Cloud9,Cloud9,Shopify Rebellion,Ambessa,Naafiri,Aurora,Ezreal,Leona,Gnar,Vi,Taliyah,Varus,Alistar
65459,2025,LCS,Team Liquid,100 Thieves,Team Liquid,100 Thieves,Jayce,Xin Zhao,Azir,Varus,Poppy,Aatrox,Naafiri,Ryze,Miss Fortune,Alistar
65460,2025,LCS,Disguised,FlyQuest,FlyQuest,FlyQuest,Jayce,Vi,Azir,Ezreal,Poppy,Yorick,Xin Zhao,Taliyah,Corki,Rell
65461,2025,LCS,LYON,Dignitas,LYON,Dignitas,Naafiri,Wukong,Ryze,Varus,Alistar,Gwen,Xin Zhao,Tristana,Ezreal,Karma
65462,2025,LCS,Nongshim RedForce,OK BRION,Nongshim RedForce,Nongshim RedForce,Gwen,Sejuani,Yone,Ezreal,Elise,Jayce,Vi,Aurora,Miss Fortune,Rakan
65463,2025,LCS,OK BRION,Nongshim RedForce,Nongshim RedForce,OK BRION,Jax,Naafiri,LeBlanc,Varus,Alistar,Gangplank,Nocturne,Orianna,Kaisa,Nautilus
65465,2025,LCS,BNK FearX,Dplus KIA,Dplus KIA,Dplus KIA,Gwen,Maokai,Yone,Miss Fortune,Rell,Rumble,Ivern,Corki,Ezreal,Leona
65466,2025,LCS,BNK FearX,Dplus KIA,BNK FearX,BNK FearX,Jax,Xin Zhao,Ahri,Kalista,Renata Glasc,Gnar,Skarner,Taliyah,Senna,Chogath
65630,2025,LCS,Cloud9,Disguised,Cloud9,Cloud9,Gwen,Poppy,Sylas,Corki,Rakan,Gnar,Sejuani,Azir,Miss Fortune,Bard
65631,2025,LCS,100 Thieves,FlyQuest,FlyQuest,FlyQuest,Gnar,Xin Zhao,Ahri,Kalista,Renata Glasc,Aatrox,Sejuani,Yone,Caitlyn,Neeko
65632,2025,LCS,Dignitas,Team Liquid,Team Liquid,Team Liquid,Jayce,Xin Zhao,Taliyah,Sivir,Alistar,Sion,Skarner,Ziggs,Varus,Karma
65633,2025,LCS,LYON,Shopify Rebellion,LYON,LYON,Rumble,Maokai,Yone,Xayah,Rell,Ambessa,Sejuani,Azir,Kaisa,Rakan
65634,2025,LCS,100 Thieves,Disguised,100 Thieves,100 Thieves,Gnar,Jarvan IV,Sylas,Varus,Karma,Ambessa,Sejuani,Ryze,Jhin,Neeko
65635,2025,LCS,Shopify Rebellion,FlyQuest,FlyQuest,FlyQuest,Gnar,Xin Zhao,Taliyah,Ezreal,Leona,Sion,Sejuani,Azir,Miss Fortune,Nautilus
65636,2025,LCS,Team Liquid,LYON,Team Liquid,LYON,Rumble,Naafiri,Taliyah,Kaisa,Alistar,Aurora,Xin Zhao,Ryze,Corki,Bard
65637,2025,LCS,Cloud9,Dignitas,Cloud9,Cloud9,Gnar,Vi,Aurora,Kaisa,Rakan,Ryze,Sejuani,Yone,Ezreal,Alistar
65638,2025,LCS,DN Freecs,Hanwha Life eSports,Hanwha Life eSports,Hanwha Life eSports,Gwen,Naafiri,Ahri,Corki,Rakan,Jayce,Xin Zhao,Azir,Kaisa,Poppy
65639,2025,LCS,DN Freecs,Hanwha Life eSports,DN Freecs,DN Freecs,Ambessa,Sejuani,Taliyah,Tristana,Nautilus,Gnar,Nidalee,Ryze,Ezreal,Rell
65640,2025,LCS,Hanwha Life eSports,DN Freecs,Hanwha Life eSports,Hanwha Life eSports,Aurora,Vi,Akali,Zeri,Alistar,Rumble,Wukong,Orianna,Miss Fortune,Taric
65641,2025,LCS,Dplus KIA,OK BRION,Dplus KIA,Dplus KIA,Rumble,Naafiri,Ahri,Ezreal,Alistar,Aurora,Skarner,Yone,Kaisa,Elise
65642,2025,LCS,OK BRION,Dplus KIA,Dplus KIA,Dplus KIA,Ambessa,Poppy,Azir,Corki,Rell,Renekton,Xin Zhao,Taliyah,Miss Fortune,Maokai
66232,2025,LCS,FlyQuest,LYON,FlyQuest,FlyQuest,Rumble,Skarner,Cassiopeia,Varus,Alistar,Galio,Xin Zhao,Azir,Xayah,Rakan
66233,2025,LCS,Cloud9,Team Liquid,Cloud9,Cloud9,Ambessa,Vi,Azir,Ezreal,Bard,Sion,Xin Zhao,Taliyah,Kalista,Renata Glasc
66234,2025,LCS,Dignitas,100 Thieves,100 Thieves,Dignitas,Sion,Naafiri,Viktor,Varus,Nautilus,Jayce,Sejuani,Sylas,Ezreal,Braum
66235,2025,LCS,Disguised,Shopify Rebellion,Shopify Rebellion,Shopify Rebellion,Galio,Xin Zhao,Ryze,Miss Fortune,Rakan,Rumble,Jarvan IV,Azir,Ezreal,Alistar
66236,2025,LCS,LYON,100 Thieves,100 Thieves,LYON,KSante,Xin Zhao,Azir,Varus,Nautilus,Jayce,Naafiri,Taliyah,Ezreal,Rell
66237,2025,LCS,Cloud9,FlyQuest,Cloud9,Cloud9,Ambessa,Vi,Azir,Ezreal,Alistar,Rumble,Ivern,Lucian,Varus,Nautilus
66238,2025,LCS,Team Liquid,Shopify Rebellion,Team Liquid,Shopify Rebellion,Galio,Naafiri,Azir,Kaisa,Neeko,Rumble,Poppy,Jayce,Ashe,Alistar
66239,2025,LCS,Dignitas,Disguised,Dignitas,Dignitas,Jayce,Vi,Ahri,Ezreal,Rakan,Yorick,Naafiri,Taliyah,Varus,Nautilus
66240,2025,LCS,FlyQuest,Dignitas,FlyQuest,FlyQuest,Sion,Vi,Sylas,Kalista,Renata Glasc,Aatrox,Sejuani,Azir,Ashe,Karma
66241,2025,LCS,LYON,Cloud9,Cloud9,Cloud9,Rumble,Skarner,Jayce,Kaisa,Rell,Gwen,Sejuani,Corki,Tristana,Braum
66242,2025,LCS,Disguised,Team Liquid,Disguised,Disguised,Aatrox,Sejuani,Yone,Varus,Neeko,Renekton,Naafiri,Cassiopeia,Ezreal,Rell
66243,2025,LCS,100 Thieves,Shopify Rebellion,100 Thieves,Shopify Rebellion,Gnar,Naafiri,Azir,Miss Fortune,Rakan,Malphite,Xin Zhao,Taliyah,Ezreal,Leona
66244,2025,LCS,RED Canids,FURIA,FURIA,RED Canids,Gwen,Vi,Taliyah,Ashe,Braum,Azir,Sejuani,Zed,Miss Fortune,Rell
66245,2025,LCS,Fluxo,paiN Gaming,paiN Gaming,paiN Gaming,Jayce,Xin Zhao,Azir,Ezreal,Rakan,Rumble,Vi,Xerath,Miss Fortune,Rell
66246,2025,LCS,Leviatan,Vivo Keyd Stars,Leviatan,Leviatan,Gwen,Xin Zhao,Akali,Miss Fortune,Rell,Fiora,Wukong,Azir,Varus,Braum
66247,2025,LCS,Isurus,LOUD,LOUD,Isurus,Gwen,Xin Zhao,Sylas,Ashe,Braum,Jax,Sejuani,Azir,Corki,Rell
66248,2025,LCS,paiN Gaming,Leviatan,paiN Gaming,paiN Gaming,Gwen,Skarner,Yone,Xayah,Rakan,Rumble,Sejuani,Corki,Kaisa,Nautilus
66753,2025,LCS,100 Thieves,FlyQuest,FlyQuest,100 Thieves,Jayce,Pantheon,Taliyah,Kalista,Nautilus,Gragas,Xin Zhao,Azir,Corki,Alistar
66754,2025,LCS,100 Thieves,FlyQuest,FlyQuest,FlyQuest,Gnar,Naafiri,Ryze,Miss Fortune,Bard,Renekton,Sejuani,Viktor,Xayah,Rakan
66756,2025,LCS,Team Liquid,LYON,Team Liquid,LYON,Renekton,Skarner,Azir,Varus,Alistar,Aatrox,Nocturne,Xerath,Zeri,Rakan
66757,2025,LCS,LYON,Team Liquid,Team Liquid,Team Liquid,Rumble,Sejuani,Corki,Lucian,Milio,Galio,Pantheon,Cassiopeia,Kalista,Nautilus
66759,2025,LCS,Cloud9,Disguised,Cloud9,Cloud9,Gwen,Sejuani,Corki,Jhin,Alistar,Vladimir,Skarner,Azir,Miss Fortune,Rakan
66760,2025,LCS,Disguised,Cloud9,Cloud9,Disguised,Aatrox,Xin Zhao,Ryze,Varus,Leona,Renekton,Naafiri,Viktor,Ezreal,Braum
66762,2025,LCS,Dignitas,Shopify Rebellion,Shopify Rebellion,Shopify Rebellion,Rumble,Xin Zhao,Azir,Jhin,Rell,Ryze,Naafiri,Taliyah,Miss Fortune,Nautilus
66763,2025,LCS,Dignitas,Shopify Rebellion,Dignitas,Shopify Rebellion,Renekton,Sejuani,Sylas,Kalista,Alistar,Gragas,Wukong,Ahri,Ezreal,Leona
66764,2025,LCS,Shopify Rebellion,Dignitas,Dignitas,Shopify Rebellion,Sion,Lillia,Yone,Ziggs,Pantheon,Aatrox,Maokai,Ambessa,Varus,Blitzcrank
66765,2025,LCS,CFO Academy,Frank Esports,Frank Esports,Frank Esports,Gwen,Sejuani,Yone,Corki,Alistar,Fiora,Xin Zhao,Ahri,Kalista,Nautilus
66766,2025,LCS,CFO Academy,Frank Esports,Frank Esports,Frank Esports,Yorick,Lillia,Jayce,Miss Fortune,Rakan,Sion,Zyra,Taliyah,Ashe,Neeko
67090,2025,LCS,FlyQuest,Shopify Rebellion,FlyQuest,Shopify Rebellion,Nidalee,Xin Zhao,Azir,Corki,Braum,Jayce,Sejuani,Sylas,Kaisa,Rakan
67091,2025,LCS,Shopify Rebellion,FlyQuest,Shopify Rebellion,Shopify Rebellion,Rumble,Maokai,Yone,Miss Fortune,Nautilus,Yorick,Skarner,Viktor,Ezreal,Alistar
67092,2025,LCS,FlyQuest,Shopify Rebellion,FlyQuest,Shopify Rebellion,Renekton,Nocturne,Orianna,Jinx,Janna,Gnar,Shen,Taliyah,Xayah,Rell
67093,2025,LCS,Team Liquid,Disguised,Team Liquid,Team Liquid,Sion,Lillia,Ziggs,Varus,Rell,Aatrox,Sejuani,Taliyah,Ezreal,Alistar
67094,2025,LCS,Disguised,Team Liquid,Team Liquid,Team Liquid,Aurora,Vi,Ahri,Corki,Leona,Rumble,Xin Zhao,Neeko,Kaisa,Poppy
67096,2025,LCS,LYON,Cloud9,LYON,LYON,Rumble,Xin Zhao,Taliyah,Ashe,Braum,Ambessa,Sejuani,Azir,Corki,Rakan
67097,2025,LCS,Cloud9,LYON,Cloud9,LYON,Gnar,Lillia,Yone,Miss Fortune,Poppy,Renekton,Maokai,Sylas,Kalista,Renata Glasc
67098,2025,LCS,LYON,Cloud9,Cloud9,Cloud9,Wukong,Naafiri,Viktor,Jhin,Nautilus,Camille,Skarner,Hwei,Sivir,Alistar
67099,2025,LCS,100 Thieves,Dignitas,100 Thieves,100 Thieves,Gwen,Viego,Taliyah,Varus,Nautilus,Renekton,Naafiri,Ahri,Ezreal,Rell
67100,2025,LCS,Dignitas,100 Thieves,100 Thieves,100 Thieves,Ambessa,Lillia,Jayce,Kalista,Alistar,Camille,Sejuani,Yone,Ziggs,Leona
67102,2025,LCS,Fluxo,LOUD,LOUD,LOUD,Sion,Pantheon,Azir,Ashe,Braum,Camille,Xin Zhao,Taliyah,Miss Fortune,Rell
67103,2025,LCS,Fluxo,LOUD,LOUD,Fluxo,Renekton,Vi,Sylas,Zeri,Lulu,Aatrox,Sejuani,Ahri,Lucian,Nami
67513,2025,LCS,Cloud9,Team Liquid,Cloud9,Cloud9,Galio,Naafiri,Taliyah,Miss Fortune,Alistar,Rumble,Pantheon,Azir,Ezreal,Poppy
67514,2025,LCS,Team Liquid,Cloud9,Cloud9,Cloud9,Yorick,Skarner,Ziggs,Lucian,Milio,Gnar,Lillia,Aurora,Corki,Nautilus
67516,2025,LCS,Shopify Rebellion,100 Thieves,100 Thieves,Shopify Rebellion,Rumble,Pantheon,Taliyah,Ezreal,Nautilus,Gwen,Naafiri,Viktor,Jhin,Leona
67517,2025,LCS,Shopify Rebellion,100 Thieves,Shopify Rebellion,Shopify Rebellion,Sion,Xin Zhao,Ahri,Xayah,Rakan,Renekton,Nidalee,Yone,Smolder,Alistar
67518,2025,LCS,100 Thieves,Shopify Rebellion,Shopify Rebellion,Shopify Rebellion,Irelia,Nocturne,Azir,Miss Fortune,Rell,Gnar,Maokai,Xerath,Lucian,Milio
67519,2025,LCS,FlyQuest,Dignitas,FlyQuest,FlyQuest,Nidalee,Xin Zhao,Azir,Varus,Neeko,Jayce,Sejuani,Viktor,Ezreal,Rakan
67520,2025,LCS,Dignitas,FlyQuest,FlyQuest,FlyQuest,Rumble,Skarner,Sylas,Jhin,Poppy,Galio,Pantheon,Taliyah,Sivir,Alistar
67522,2025,LCS,Disguised,LYON,LYON,LYON,Rumble,Pantheon,Tristana,Corki,Alistar,Ambessa,Maokai,Yone,Kalista,Renata Glasc
67523,2025,LCS,Disguised,LYON,LYON,Disguised,Nidalee,Xin Zhao,Taliyah,Ezreal,Leona,Jayce,Skarner,Ahri,Ashe,Braum
67525,2025,LCS,Isurus,paiN Gaming,paiN Gaming,paiN Gaming,Jayce,Pantheon,Azir,Ezreal,Karma,Sion,Xin Zhao,Ahri,Lucian,Nami
67526,2025,LCS,Isurus,paiN Gaming,Isurus,paiN Gaming,Gnar,Lillia,Yone,Miss Fortune,Nautilus,Jax,Sejuani,Taliyah,Jhin,Rell
67527,2025,LCS,paiN Gaming,Isurus,paiN Gaming,Isurus,Galio,Naafiri,Orianna,Kalista,Soraka,Rumble,Poppy,Akali,Draven,Renata Glasc
67891,2025,LCS,Cloud9,FlyQuest,FlyQuest,FlyQuest,Ambessa,Vi,Taliyah,Ezreal,Alistar,Volibear,Naafiri,Annie,Jhin,Rumble
67892,2025,LCS,Cloud9,FlyQuest,FlyQuest,FlyQuest,Ornn,Xin Zhao,Ahri,Lucian,Milio,Renekton,Pantheon,Sylas,Kaisa,Neeko
67894,2025,LCS,LYON,Dignitas,Dignitas,LYON,Gwen,Sejuani,Ahri,Varus,Neeko,Jax,Xin Zhao,Taliyah,Ezreal,Alistar
67895,2025,LCS,Dignitas,LYON,LYON,LYON,Jayce,Pantheon,Viktor,Xayah,Rakan,Rumble,Maokai,Corki,Jhin,Rell
67896,2025,LCS,LYON,Dignitas,Dignitas,Dignitas,Renekton,Lillia,Annie,Zeri,Nautilus,KSante,Olaf,Ryze,Miss Fortune,Braum
67897,2025,LCS,Team Liquid,Shopify Rebellion,Team Liquid,Team Liquid,Rumble,Pantheon,Taliyah,Jhin,Poppy,Ryze,Xin Zhao,Ahri,Kaisa,Alistar
67898,2025,LCS,Shopify Rebellion,Team Liquid,Team Liquid,Team Liquid,Jayce,KhaZix,Galio,Varus,Nautilus,Sion,Viego,Neeko,Ezreal,Rell
67900,2025,LCS,100 Thieves,Disguised,100 Thieves,100 Thieves,Riven,Naafiri,Ahri,Varus,Nautilus,Ambessa,Pantheon,Taliyah,Ziggs,Leona
67901,2025,LCS,Disguised,100 Thieves,100 Thieves,100 Thieves,Sion,Xin Zhao,Annie,Caitlyn,Ashe,Aatrox,Trundle,Viktor,Kalista,Renata Glasc
67903,2025,LCS,FlameHard,For The Win Esports,FlameHard,FlameHard,Naafiri,Lee Sin,Hwei,Kaisa,Nautilus,Annie,Talon,Neeko,Jhin,Alistar
67904,2025,LCS,FlameHard,For The Win Esports,For The Win Esports,For The Win Esports,Ambessa,Vi,Viktor,Jinx,Nami,Viego,Morgana,Sion,Ziggs,Blitzcrank
67905,2025,LCS,For The Win Esports,FlameHard,FlameHard,For The Win Esports,Malphite,Jax,Tristana,Seraphine,Rell,Swain,Xin Zhao,Ahri,Caitlyn,Braum
68236,2025,LCS,FlyQuest,Shopify Rebellion,FlyQuest,FlyQuest,Ornn,Pantheon,Galio,Varus,Alistar,Rumble,Naafiri,Annie,Jhin,Braum
68237,2025,LCS,Shopify Rebellion,FlyQuest,FlyQuest,Shopify Rebellion,Yorick,Skarner,Azir,Ezreal,Leona,Mordekaiser,Xin Zhao,Taliyah,Senna,Rell
68238,2025,LCS,Shopify Rebellion,FlyQuest,FlyQuest,Shopify Rebellion,Sion,Dr. Mundo,Orianna,Xayah,Rakan,Renekton,Sejuani,Hwei,Lucian,Nami
68241,2025,LCS,Cloud9,Team Liquid,Cloud9,Cloud9,Renekton,Vi,Azir,Varus,Rell,Sion,Naafiri,Taliyah,Jhin,Rakan
